                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                     720                                      859                  6.0000000000000000E+001                  2.0000000000000000E-002                  5.6326793120467783E+003                  2.5067969705114031E+001                  3.3957733476101617E+004                  6.2804794913691119E+005                  2.2928616298587908E+001                 -7.6568666887892398E+000                  6.9999785942434289E-001                  2.9226232853790355E-005                  2.7997063380763687E-001                  3.4279195549079726E-003                  1.0241329062274070E-003                  9.3604432000433651E-003                  2.0994604783340903E-003                  6.0000000000000000E+001                  0.0000000000000000E+000                  4.1999987816192380E+001                  1.7844329707100307E-003                  1.6798214734173609E+001                  2.0641831542753375E-001                  6.0580684189686852E-002                  5.6162692460686248E-001                  1.2596762870004549E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9999999832700254E+001                  2.2673348516930556E+001                  5.9999998229679946E+001                  2.2298958494713933E+001                  1.4191382843128432E+005                  5.8682876167854402E+003                  9.5534107041435956E+005                  4.7218035995662585E+003                  4.7218035995662576E+003                  4.6924203893730508E-037                  2.9548480724552559E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.7775693854134616E+011                                    12115                               "gfortran"                                  "9.2.0"                  "x86_64-linux-20190830"                               "20240518" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82 
                                    zone                                     logT                                   logRho                                     zbar                                     abar                                     logP                                     logR                               luminosity                                     logL                                 velocity                                  entropy                         conv_mixing_type                                   csound                             v_div_csound                             total_energy                                  v_div_r                                      eta                                       mu                                    logdq                                 dq_ratio                                        q                                   radius                              temperature                                      tau                                   logtau                                 pressure                          pgas_div_ptotal                                  logPgas                                    grada                                   free_e                                       ye                              log_opacity                                  eps_nuc                              non_nuc_neu                                 eps_grav                        mlt_mixing_length                                log_D_mix                             log_conv_vel                      conv_vel_div_csound                            log_mlt_D_mix                    pressure_scale_height                                    gradT                                    gradr                                  dlnd_dt                                  dlnT_dt                                     mass                                     mmid                                    logxq                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                       pp                                      cno                                 tri_alfa                                   burn_c                                   burn_n                                   burn_o                                  burn_ne                                  burn_na                                  burn_mg                                  burn_si                                   burn_s                                  burn_ar                                  burn_ca                                  burn_ti                                  burn_cr                                  burn_fe                                  c12_c12                                  c12_o16                                  o16_o16                                    pnhe4                                    photo                                ni56_co56                                co56_fe56                                    other                          gradr_sub_grada                                     logQ 
                                       1                  4.5310024461305387E+000                 -9.7425346477413779E+000                  1.1021538128704220E+000                  1.2966439686859805E+000                  3.6193099850489516E+000                  1.3603778466174155E+000                  6.2804794913691119E+005                  5.7979928017796052E+000                  0.0000000000000000E+000                  6.9870532589236419E+001                                        0                  5.4709259290868919E+006                 -2.6113438018160560E-006                 -4.9149959583274490E+015                  0.0000000000000000E+000                 -1.9649019739578229E+001                  6.2965922198927748E-001                 -1.2301029995663928E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  2.2928616298587908E+001                  3.3962718550923455E+004                  6.6666666666666663E-001                 -1.7609125905568127E-001                  4.1620757971389721E+003                  1.9382091105995547E-001                  2.9067106156998883E+000                  2.4643833746275590E-001                  8.1698312203326295E-001                  8.5000496627254207E-001                 -7.5687668103227732E-002                  2.6527982389811349E-029                  0.0000000000000000E+000                 -3.7153844069111830E+002                  1.4709222516712336E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.0567273856082313E-001                  2.0945159666818880E-001                  2.0945159666818880E-001                  8.9977788195157273E-012                  4.3814459569441067E-012                  6.0000000000000000E+001                  5.9999999999984993E+001                 -9.8999999999999986E+001                  7.0000000000000007E-001                  2.9797635251138591E-005                  2.7997020236474890E-001                  3.4416073257059849E-003                  1.0081585205319677E-003                  9.3604492797742141E-003                  2.0994604783340920E-003                  4.0903243956537600E-003                  2.6527982389811349E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.6986740794567097E-002                 -6.8045395400024553E+000 
                                       2                  4.5311648981075239E+000                 -9.7414235443507877E+000                  1.1021538128704220E+000                  1.2966439686859805E+000                  3.6200851676542447E+000                  1.3603750412536089E+000                  6.2804794913691690E+005                  5.7979928017796087E+000                  0.0000000000000000E+000                  6.9831334154073119E+001                                        0                  5.4689222259452511E+006                 -2.6117355729732673E-006                 -4.9150888724200400E+015                  0.0000000000000000E+000                 -1.9646920553595873E+001                  6.2962622558839365E-001                 -1.2110911537336367E+001                  6.4547814415790461E-001                  9.9999999999949996E-001                  2.2928468189631360E+001                  3.3975425004798097E+004                  6.6823325816680768E-001                 -1.7507191319522397E-001                  4.1695114197861130E+003                  1.9405361001312463E-001                  2.9080068940613604E+000                  2.4643797398840633E-001                  8.1706635166039243E-001                  8.5000496627254207E-001                 -7.5376511827449547E-002                  2.6595939627035343E-029                  0.0000000000000000E+000                 -3.6894992138680101E+002                  1.4704564282256420E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.0558966961897732E-001                  2.0953427688598084E-001                  2.0953427688598084E-001                  9.0476532010657588E-012                  4.3886309909081722E-012                  5.9999999999970001E+001                  5.9999999999946752E+001                 -1.2301029995663928E+001                  7.0000000000000007E-001                  2.9797635251138591E-005                  2.7997020236474890E-001                  3.4416073257059849E-003                  1.0081585205319677E-003                  9.3604492797742141E-003                  2.0994604783340920E-003                  4.0903243956537600E-003                  2.6595939627035343E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.6903917995271041E-002                 -6.8037533405658337E+000 
                                       3                  4.5313621791602623E+000                 -9.7400804557358782E+000                  1.1021538128704220E+000                  1.2966439686859805E+000                  3.6210255434246053E+000                  1.3603707060724053E+000                  6.2804794913692574E+005                  5.7979928017796150E+000                  0.0000000000000000E+000                  6.9784204250184558E+001                                        0                  5.4665260712372037E+006                 -2.6129149465890045E-006                 -4.9152007357045970E+015                  0.0000000000000000E+000                 -1.9644385536587301E+001                  6.2958611572894951E-001                 -1.2110911537336369E+001                  1.0000000000000004E+000                  9.9999999999872535E-001                  2.2928239315969918E+001                  3.3990862065355017E+004                  6.7066206245501236E-001                 -1.7349625983265937E-001                  4.1785494244204347E+003                  1.9433424775705735E-001                  2.9095748870055167E+000                  2.4643769049151776E-001                  8.1716753582578339E-001                  8.5000496627254207E-001                 -7.5000460187737927E-002                  2.6678317976071025E-029                  0.0000000000000000E+000                 -3.6585959519505923E+002                  1.4690544562719629E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.0548969770578623E-001                  2.0978967413179711E-001                  2.0978967413179711E-001                  9.1076380971623018E-012                  4.3973480839973006E-012                  5.9999999999923524E+001                  5.9999999999900282E+001                 -1.1894619419125700E+001                  7.0000000000000007E-001                  2.9797635251138591E-005                  2.7997020236474890E-001                  3.4416073257059849E-003                  1.0081585205319677E-003                  9.3604492797742141E-003                  2.0994604783340920E-003                  4.0903243956537600E-003                  2.6678317976071025E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.6648158108164935E-002                 -6.8028048140564010E+000 
                                       4                  4.5316926634677586E+000                 -9.7378475498229502E+000                  1.1021538128704220E+000                  1.2966439686859805E+000                  3.6225980460251348E+000                  1.3603663841481402E+000                  6.2804794913693459E+005                  5.7979928017796212E+000                  0.0000000000000000E+000                  6.9706518415572845E+001                                        0                  5.4626122926755641E+006                 -2.6140708191543965E-006                 -4.9153853942125290E+015                  0.0000000000000000E+000                 -1.9640177732538120E+001                  6.2951880487195389E-001                 -1.1739110517319453E+001                  4.2481415576277137E-001                  9.9999999999795075E-001                  2.2928011144475878E+001                  3.4016737875920233E+004                  6.7309301919106312E-001                 -1.7192491359200143E-001                  4.1937066283227150E+003                  1.9479894100677439E-001                  2.9121846376017952E+000                  2.4643763047256953E-001                  8.1733736803678181E-001                  8.5000496627254207E-001                 -7.4375563996962019E-002                  2.6815838392107630E-029                  0.0000000000000000E+000                 -3.6082540189741292E+002                  1.4676775506635962E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.0532731192875812E-001                  2.1004343733115963E-001                  2.1004343733115963E-001                  9.2065543542180147E-012                  4.4119338636432197E-012                  5.9999999999877041E+001                  5.9999999999822343E+001                 -1.1688407359414173E+001                  7.0000000000000007E-001                  2.9797635251138591E-005                  2.7997020236474890E-001                  3.4416073257059849E-003                  1.0081585205319677E-003                  9.3604492797742141E-003                  2.0994604783340920E-003                  4.0903243956537600E-003                  2.6815838392107630E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.6394235265463731E-002                 -6.8012328767584691E+000 
                                       5                  4.5321556281858886E+000                 -9.7347499683109415E+000                  1.1021538128704220E+000                  1.2966439686859805E+000                  3.6247959979109998E+000                  1.3603562621341776E+000                  6.2804794913695497E+005                  5.7979928017796354E+000                  0.0000000000000000E+000                  6.9599987189727443E+001                                        0                  5.4573120824201489E+006                 -2.6167131590059261E-006                 -4.9156394102245620E+015                  0.0000000000000000E+000                 -1.9634352721629757E+001                  6.2942435359579962E-001                 -1.1739110517319453E+001                  1.0000000000000000E+000                  9.9999999999612732E-001                  2.2927476772168301E+001                  3.4053019586148454E+004                  6.7882385003623824E-001                 -1.6824290743101239E-001                  4.2149846553136367E+003                  1.9544035705720708E-001                  2.9158102453057353E+000                  2.4643838027217088E-001                  8.1757573909304604E-001                  8.5000496627254207E-001                 -7.3509119028120948E-002                  2.7007787118812121E-029                  0.0000000000000000E+000                 -3.5402352646232600E+002                  1.4645234364110882E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.0510445557847012E-001                  2.1063503047572543E-001                  2.1063503047572543E-001                  9.3423335579507420E-012                  4.4323197123851742E-012                  5.9999999999767638E+001                  5.9999999999712941E+001                 -1.1411989423888595E+001                  7.0000000000000007E-001                  2.9797635251138591E-005                  2.7997020236474890E-001                  3.4416073257059849E-003                  1.0081585205319677E-003                  9.3604492797742141E-003                  2.0994604783340920E-003                  4.0903243956537600E-003                  2.7007787118812121E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.5802974896644774E-002                 -6.7990612246827169E+000 
                                       6                  4.5327850452426857E+000                 -9.7306012137233111E+000                  1.1021538128704220E+000                  1.2966439686859805E+000                  3.6277737975951365E+000                  1.3603462113578146E+000                  6.2804794913697510E+005                  5.7979928017796487E+000                  0.0000000000000000E+000                  6.9459763790817604E+001                                        0                  5.4504769139719158E+006                 -2.6192446167766198E-006                 -4.9159749061253470E+015                  0.0000000000000000E+000                 -1.9626576277658490E+001                  6.2929559263779877E-001                 -1.1502181073412221E+001                  5.7952283887545464E-001                  9.9999999999430389E-001                  2.2926946173036303E+001                  3.4102407942296762E+004                  6.8456639239671113E-001                 -1.6458442561141265E-001                  4.2439845831169405E+003                  1.9629233001964569E-001                  2.9206771277849439E+000                  2.4644108235704940E-001                  8.1790081348482668E-001                  8.5000496627254207E-001                 -7.2350026199891018E-002                  2.7267028429144608E-029                  0.0000000000000000E+000                 -3.4527641699865723E+002                  1.4614902634283436E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.0481660058286552E-001                  2.1121847691050594E-001                  2.1121847691050594E-001                  9.5213021143264599E-012                  4.4599598225088149E-012                  5.9999999999658236E+001                  5.9999999999563840E+001                 -1.1244422213316582E+001                  7.0000000000000007E-001                  2.9797635251138591E-005                  2.7997020236474890E-001                  3.4416073257059849E-003                  1.0081585205319677E-003                  9.3604492797742141E-003                  2.0994604783340920E-003                  4.0903243956537600E-003                  2.7267028429144608E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.5220894749608933E-002                 -6.7961713042086842E+000 
                                       7                  4.5341264156901504E+000                 -9.7219940832158205E+000                  1.1021538128704220E+000                  1.2966439686859805E+000                  3.6340803026783779E+000                  1.3603290314375045E+000                  6.2804794913700887E+005                  5.7979928017796727E+000                  0.0000000000000000E+000                  6.9177964755646286E+001                                        0                  5.4373036960743200E+006                 -2.6232953688984932E-006                 -4.9166532720750660E+015                  0.0000000000000000E+000                 -1.9610540121649631E+001                  6.2902012670615826E-001                 -1.1125492100666310E+001                  4.2005970907704870E-001                  9.9999999999115741E-001                  2.2926039241601380E+001                  3.4207900136522403E+004                  6.9450258438938428E-001                 -1.5832613382275099E-001                  4.3060622383671098E+003                  1.9803190738709225E-001                  2.9308154731708842E+000                  2.4645362046677954E-001                  8.1859670815470598E-001                  8.5000496627254207E-001                 -6.9952142165411041E-002                  2.7812821949878928E-029                  0.0000000000000000E+000                 -3.2842290125818545E+002                  1.4565777578835228E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.0425456613655362E-001                  2.1220304256112418E-001                  2.1220304256112418E-001                  9.8821456648426577E-012                  4.5185698570905616E-012                  5.9999999999469445E+001                  5.9999999999244736E+001                 -1.1053423037834611E+001                  7.0000000000000007E-001                  2.9797635251138594E-005                  2.7997020236474890E-001                  3.4416073257059849E-003                  1.0081585205319677E-003                  9.3604492797742123E-003                  2.0994604783340920E-003                  4.0903243956537608E-003                  2.7812821949878928E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.4241748622175244E-002                 -6.7902469145961213E+000 
                                       8                  4.5368312153576520E+000                 -9.7054953635881080E+000                  1.1021538128704220E+000                  1.2966439686859805E+000                  3.6466499702224420E+000                  1.3602889273247984E+000                  6.2804794913708523E+005                  5.7979928017797251E+000                  0.0000000000000000E+000                  6.8670968992930256E+001                                        0                  5.4159274514536913E+006                 -2.6315633423639677E-006                 -4.9178915960160810E+015                  0.0000000000000000E+000                 -1.9580174521234543E+001                  6.2846368254352947E-001                 -1.0848674347705838E+001                  5.2866705471478270E-001                  9.9999999998366695E-001                  2.2923922277076581E+001                  3.4421612826366814E+004                  7.1829092307595177E-001                 -1.4369962163983799E-001                  4.4325125123136395E+003                  2.0125781726709741E-001                  2.9504027284798831E+000                  2.4650851477992805E-001                  8.2000427359385930E-001                  8.5000496627254207E-001                 -6.5391230727830610E-002                  2.8889764200346501E-029                  0.0000000000000000E+000                 -3.0031515196414540E+002                  1.4462818215723103E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.0329655195014231E-001                  2.1444474544611739E-001                  2.1444474544611739E-001                  1.0538736684224983E-011                  4.6353175681822186E-012                  5.9999999999020019E+001                  5.9999999998594959E+001                 -1.0786934346821004E+001                  7.0000000000000007E-001                  2.9797635251138591E-005                  2.7997020236474890E-001                  3.4416073257059854E-003                  1.0081585205319677E-003                  9.3604492797742123E-003                  2.0994604783340920E-003                  4.0903243956537600E-003                  2.8889764200346501E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2027859412824794E-002                 -6.7791577943034120E+000 
                                       9                  4.5417832949817241E+000                 -9.6778794851699956E+000                  1.1021538128704220E+000                  1.2966439686859805E+000                  3.6691995467269440E+000                  1.3602158676578819E+000                  6.2804794913721737E+005                  5.7979928017798166E+000                  0.0000000000000000E+000                  6.7920267761478542E+001                                        0                  5.3927145653209453E+006                 -2.6426871137719810E-006                 -4.9197810224210040E+015                  0.0000000000000000E+000                 -1.9530589553723985E+001                  6.2745935813100151E-001                 -1.0580603804221834E+001                  5.3942299564046237E-001                  9.9999999996949840E-001                  2.2920066199392110E+001                  3.4816354443260971E+004                  7.6377463862987616E-001                 -1.1703476660418162E-001                  4.6687384711563172E+003                  2.0628358385584392E-001                  2.9836642147170820E+000                  2.4671543363883089E-001                  8.2255110280812505E-001                  8.5000496627254207E-001                 -5.7944191409861248E-002                  3.0786495615377052E-029                  0.0000000000000000E+000                 -2.6337524334823513E+002                  1.4312781191139647E+010                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.0206419245496415E-001                  2.1832215813066883E-001                  2.1832215813066883E-001                  1.1548409076567745E-011                  4.8434457313103015E-012                  5.9999999998169905E+001                  5.9999999997381920E+001                 -1.0515678142022223E+001                  7.0000000000000007E-001                  2.9797635251138591E-005                  2.7997020236474890E-001                  3.4416073257059854E-003                  1.0081585205319677E-003                  9.3604492797742123E-003                  2.0994604783340920E-003                  4.0903243956537600E-003                  3.0786495615377052E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.8258862251059363E-002                 -6.7614460751334420E+000 
