                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                     950                                      970                  2.0000000000000000E+001                  2.0000000000000000E-002                  4.2883167030678487E+004                  4.7954353475534532E+002                  3.4762851789744993E+004                  4.7181563137140780E+004                  5.9967259952561314E+000                 -6.0618918796548327E+000                  6.9924146755614036E-001                  2.6654931156442051E-007                  2.8020034816645328E-001                  6.6771367142963832E-005                  4.9773516605152246E-003                  9.3240098264487266E-003                  2.0994604783340911E-003                  2.0000000000000000E+001                  0.0000000000000000E+000                  1.3993808252221395E+001                  3.4379974673755508E-004                  5.6012068201360856E+000                  4.0773035516976086E-002                  5.3146534133419292E-002                  1.8692586076564002E-001                  4.1989209566681812E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999999994991533E+001                  5.9747346206473821E+000                  1.9999999941716407E+001                  5.9386042789989553E+000                  3.2876825887774881E+004                  3.3185854130351880E+004                  4.2389439158399208E+006                  3.8245492428575184E+004                  3.8245492428575191E+004                  1.0967485433606827E-028                  2.6875149217593939E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3533134169430757E+012                                    12115                               "gfortran"                                  "9.2.0"                  "x86_64-linux-20190830"                               "20240518" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  2.0000000000000000E+001                  7.7791420533821209E-001                  4.5417319232060329E+000                 -9.0226432207051541E+000                  3.9019692799817802E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  1.9999999999989999E+001                  7.7790424261264601E-001                  4.5434164401341626E+000                 -9.0113569300841725E+000                  3.9121715633848644E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       3                  1.9999999999972616E+001                  7.7788736924650914E-001                  4.5455484283139649E+000                 -8.9976825905402649E+000                  3.9247899210138564E+000                  7.0000000000000007E-001                  2.7999999999999997E-001                  2.0000000000000018E-002 
                                       4                  1.9999999999955236E+001                  7.7787101700738814E-001                  4.5490429018946532E+000                 -8.9765809738716182E+000                  3.9448294244075202E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       5                  1.9999999999915300E+001                  7.7783522117685655E-001                  4.5526621425619211E+000                 -8.9562225270628879E+000                  3.9648361550000963E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  1.9999999999895334E+001                  7.7781813978257031E-001                  4.5550549295152667E+000                 -8.9435131271585444E+000                  3.9776816151462278E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       7                  1.9999999999875367E+001                  7.7780154909343746E-001                  4.5582507678958457E+000                 -8.9273686132629315E+000                  3.9944092594546463E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       8                  1.9999999999841538E+001                  7.7777446113183313E-001                  4.5622174484982674E+000                 -8.9084680452369938E+000                  4.0145770269848438E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       9                  1.9999999999807706E+001                  7.7774852200827704E-001                  4.5664473726790931E+000                 -8.8895480471130615E+000                  4.0354226241080866E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      10                  1.9999999999768239E+001                  7.7771954427141099E-001                  4.5709168375938445E+000                 -8.8707136233860862E+000                  4.0568118621597167E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002 
                                      11                  1.9999999999728768E+001                  7.7769179093899699E-001                  4.5752948504123454E+000                 -8.8532661888903803E+000                  4.0772020221197929E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      12                  1.9999999999689301E+001                  7.7766512546357569E-001                  4.5795784267341677E+000                 -8.8370167261203800E+000                  4.0966823179184590E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                      13                  1.9999999999649834E+001                  7.7763943461774565E-001                  4.5855188259475623E+000                 -8.8157348617390419E+000                  4.1229649870114935E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      14                  1.9999999999577057E+001                  7.7759431792013112E-001                  4.5910689407780350E+000                 -8.7965524259804422E+000                  4.1470955276279691E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      15                  1.9999999999540666E+001                  7.7757272929768650E-001                  4.5946773381148773E+000                 -8.7845940537775977E+000                  4.1624714819830411E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      16                  1.9999999999504279E+001                  7.7755172392216243E-001                  4.5982010917404637E+000                 -8.7731712291937569E+000                  4.1773244470496209E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      17                  1.9999999999467889E+001                  7.7753126089748192E-001                  4.6016404530332435E+000                 -8.7622265508628292E+000                  4.1916888538302475E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      18                  1.9999999999431498E+001                  7.7751130433302906E-001                  4.6066632694231942E+000                 -8.7466777553770427E+000                  4.2123858248068213E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      19                  1.9999999999358725E+001                  7.7747278713476997E-001                  4.6142451467792078E+000                 -8.7235996888685694E+000                  4.2433390300305627E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      20                  1.9999999999258275E+001                  7.7742236172399204E-001                  4.6204253733763130E+000                 -8.7046710077313705E+000                  4.2685886813934575E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      21                  1.9999999999208057E+001                  7.7739821809086462E-001                  4.6243992525480317E+000                 -8.6927685678600479E+000                  4.2846449335890835E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      22                  1.9999999999157833E+001                  7.7737472329688972E-001                  4.6301501156278322E+000                 -8.6758530218033840E+000                  4.3076731882255279E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      23                  1.9999999999057387E+001                  7.7732951801940520E-001                  4.6373476992664795E+000                 -8.6544212926471911E+000                  4.3366047092473954E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      24                  1.9999999998956941E+001                  7.7728647628324643E-001                  4.6424280704025529E+000                 -8.6391062603024711E+000                  4.3571127821432523E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      25                  1.9999999998906716E+001                  7.7726569652520183E-001                  4.6457065956218333E+000                 -8.6293403491772889E+000                  4.3702683213253772E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      26                  1.9999999998856499E+001                  7.7724537593929621E-001                  4.6504683918940826E+000                 -8.6152886305765009E+000                  4.3892868134376952E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      27                  1.9999999998756049E+001                  7.7720602056783861E-001                  4.6585902332663744E+000                 -8.5912029864534905E+000                  4.4217664401675698E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      28                  1.9999999998583526E+001                  7.7714204803883757E-001                  4.6656170735125002E+000                 -8.5692779161897885E+000                  4.4504820770100553E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      29                  1.9999999998497263E+001                  7.7711162657921706E-001                  4.6700806725257689E+000                 -8.5554941167434073E+000                  4.4686274497834848E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      30                  1.9999999998411003E+001                  7.7708214938816778E-001                  4.6764694491563299E+000                 -8.5359084111476431E+000                  4.4945054503096555E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      31                  1.9999999998238479E+001                  7.7702577794449301E-001                  4.6823739229055166E+000                 -8.5169116124407225E+000                  4.5189401398094091E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      32                  1.9999999998152216E+001                  7.7699879077088374E-001                  4.6861501277442574E+000                 -8.5048663411200085E+000                  4.5345019217459530E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      33                  1.9999999998065952E+001                  7.7697253698173008E-001                  4.6915907603640497E+000                 -8.4876262964970017E+000                  4.5568517959016015E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      34                  1.9999999997893429E+001                  7.7692205957449689E-001                  4.6983509059570769E+000                 -8.4655855422758339E+000                  4.5849804203284279E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      35                  1.9999999997720906E+001                  7.7687406369047241E-001                  4.7046678346954689E+000                 -8.4447419276824682E+000                  4.6114088199274468E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      36                  1.9999999997548379E+001                  7.7682830210982090E-001                  4.7105942387307564E+000                 -8.4249689353141868E+000                  4.6363310006545211E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      37                  1.9999999997375856E+001                  7.7678456377199356E-001                  4.7158235711864025E+000                 -8.4072968020947023E+000                  4.6584534006007212E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      38                  1.9999999997225189E+001                  7.7674787933343858E-001                  4.7204609522954541E+000                 -8.3915477909370804E+000                  4.6781180189723539E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      39                  1.9999999997074518E+001                  7.7671249255943520E-001                  4.7248839432583560E+000                 -8.3764185787128387E+000                  4.6969366729453270E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      40                  1.9999999996923851E+001                  7.7667830909184910E-001                  4.7291119097485632E+000                 -8.3618699111912420E+000                  4.7149792032397704E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002 
                                      41                  1.9999999996773184E+001                  7.7664524410754454E-001                  4.7351717322697864E+000                 -8.3412227433888582E+000                  4.7407185600127875E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      42                  1.9999999996471846E+001                  7.7658216357304888E-001                  4.7407872371535671E+000                 -8.3213270339633922E+000                  4.7650311316701934E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      43                  1.9999999996321179E+001                  7.7655202591580252E-001                  4.7443847088807773E+000                 -8.3087311214352937E+000                  4.7805190707085288E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      44                  1.9999999996170509E+001                  7.7652274378295749E-001                  4.7495773770912102E+000                 -8.2907270428161510E+000                  4.8027679995351020E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      45                  1.9999999995869171E+001                  7.7646654112578151E-001                  4.7560527377021691E+000                 -8.2678453637633744E+000                  4.8307781433814538E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      46                  1.9999999995567837E+001                  7.7641320278748671E-001                  4.7621267724121727E+000                 -8.2463044714846596E+000                  4.8571032330597799E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      47                  1.9999999995266499E+001                  7.7636242722299331E-001                  4.7678473589127712E+000                 -8.2259638320826340E+000                  4.8819346798228231E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      48                  1.9999999994965162E+001                  7.7631395834260608E-001                  4.7731793104232452E+000                 -8.2069518544461602E+000                  4.9051152101328768E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      49                  1.9999999994672198E+001                  7.7626883960545745E-001                  4.7781696086366212E+000                 -8.1891363774121082E+000                  4.9268273936233484E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      50                  1.9999999994379230E+001                  7.7622552103516407E-001                  4.7829195633439294E+000                 -8.1721530791081420E+000                  4.9475136418653669E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      51                  1.9999999994086266E+001                  7.7618385153429026E-001                  4.7874516441884785E+000                 -8.1559295527453681E+000                  4.9672666126467986E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      52                  1.9999999993793299E+001                  7.7614369857986210E-001                  4.7939355395468093E+000                 -8.1330679635893848E+000                  4.9953173563773952E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      53                  1.9999999993207368E+001                  7.7606748006784887E-001                  4.7999301256899676E+000                 -8.1112415060270102E+000                  5.0216836762320938E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      54                  1.9999999992914404E+001                  7.7603122466563945E-001                  4.8037662760090480E+000                 -8.0975028092488479E+000                  5.0384174185627844E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
