                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                     650                                      739                  1.0000000000000000E+000                  2.0000000000000000E-002                  8.5991323835655805E+006                  1.5216992760642691E+005                  4.2760836483887433E+003                  4.5811019104765582E-001                  1.2349558408550383E+000                 -3.0238842999285755E+000                  6.9999960928677929E-001                  3.0188348011407862E-005                  2.7997020236510806E-001                  3.4416073250975719E-003                  1.0081585212417176E-003                  9.3604492797742123E-003                  2.0994604783340916E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9999995944280335E-001                  2.9838192435660608E-005                  2.7997020236475878E-001                  3.4416073256910876E-003                  1.0081585205492754E-003                  9.3604492797742071E-003                  2.0994604783340903E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999947379081E-001                  1.2346109909058252E+000                  9.9999999900437164E-001                  1.2344144048286665E+000                  1.3740758737741537E+004                  4.1491406527901605E+007                  2.1828809302694012E+010                  6.1011549215405584E-004                  6.1011549215405617E-004                  2.6484618086181083E-071                  2.4433013346003001E-005                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.7137270949283403E+014                                    12115                               "gfortran"                                  "9.2.0"                  "x86_64-linux-20190830"                               "20240518" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000000000000000E+000                  9.1651428514016545E-002                  3.6311844392845307E+000                 -6.5523229095835518E+000                  4.8791915698133517E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  9.9999999999900002E-001                  9.1651042296627711E-002                  3.6314962051379389E+000                 -6.5501710800584316E+000                  4.8816693685484029E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       3                  9.9999999999775002E-001                  9.1650561909562167E-002                  3.6318447693905851E+000                 -6.5477990898136111E+000                  4.8844060111842778E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       4                  9.9999999999650002E-001                  9.1650084137498047E-002                  3.6323707433219035E+000                 -6.5442767824971391E+000                  4.8884789286159105E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       5                  9.9999999999400013E-001                  9.1649136307216536E-002                  3.6334355219772423E+000                 -6.5373599395750057E+000                  4.8965120031652445E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  9.9999999998899991E-001                  9.1647270580836243E-002                  3.6359798932529248E+000                 -6.5218501151624189E+000                  4.9146977481840510E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       7                  9.9999999997650002E-001                  9.1642769801859328E-002                  3.6398461410599556E+000                 -6.5012073212838803E+000                  4.9394245450386629E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       8                  9.9999999996400002E-001                  9.1638477817983843E-002                  3.6439430799737202E+000                 -6.4821431432998109E+000                  4.9628199241699447E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002 
                                       9                  9.9999999995150002E-001                  9.1634370044350738E-002                  3.6482706625892987E+000                 -6.4645194287708421E+000                  4.9850199781628364E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002 
                                      10                  9.9999999993900002E-001                  9.1630425517949657E-002                  3.6528205492150607E+000                 -6.4481995735247137E+000                  5.0061409444547538E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
